Title,ADDRESS_MD5Digest,ADDRESS_strcmp,ADDRESS_OSGetTime,ADDRESS_OSDisableInterrupts,ADDRESS_OSRestoreInterrupts,ADDRESS_DCFlushRange,ADDRESS_ICInvalidateRange,ADDRESS_IOS_Open,ADDRESS_IOS_Close,ADDRESS_IOS_Read,ADDRESS_IOS_Ioctlv,ADDRESS_NASWII_AC_URL,ADDRESS_NASWII_AC_URL_POINTER,ADDRESS_NASWII_PR_URL,ADDRESS_NASWII_PR_URL_POINTER,ADDRESS_AVAILABLE_URL,ADDRESS_DWCi_Auth_SendRequest,ADDRESS_DWCi_Auth_HandleResponse,ADDRESS_DWC_AUTH_ADD_MACADDR,ADDRESS_DWC_AUTH_ADD_CSNUM,ADDRESS_AUTH_HANDLERESP_HOOK,ADDRESS_AUTH_HANDLERESP_CONTINUE,ADDRESS_AUTH_HANDLERESP_ERROR,ADDRESS_AUTH_HANDLERESP_OUT,AUTH_HANDLERESP_UNPATCH,LOAD_AUTH_REQ_INST_01,LOAD_AUTH_REQ_INST_02,LOAD_AUTH_REQ_INST_01_P,ADDRESS_NHTTPCreateRequest,ADDRESS_NHTTPSendRequestAsync,ADDRESS_NHTTPDestroyResponse,ADDRESS_NHTTPStartup,ADDRESS_DWC_ERROR,ADDRESS_DWCi_SetError,ADDRESS_DWCi_HandleGPError,ADDRESS_HBM_ALLOCATOR,ADDRESS_BMST_RSO_LOCATOR,ADDRESS_GH_ALLOC_FUNCTION,ADDRESS_PES_ALLOC_FUNCTION,ADDRESS_SSBB_GET_HEAP_FUNCTION,ADDRESS_SKIP_DNS_CACHE,ADDRESS_SKIP_DNS_CACHE_CONTINUE,ADDRESS_gethostbyname,ADDRESS_SOiAlloc,ADDRESS_SOiFree,ADDRESS_SOSocket,ADDRESS_SOClose,ADDRESS_SOBind,ADDRESS_SOConnect,ADDRESS_SOGetSockName,ADDRESS_SORecvFrom,ADDRESS_SORecv,ADDRESS_SOSendTo,ADDRESS_SOSend,ADDRESS_SOFcntl,ADDRESS_SOShutdown,ADDRESS_SOPoll,ADDRESS_SOInetAtoN,ADDRESS_SOGetAddrInfo,ADDRESS_SOFreeAddrInfo,ADDRESS_SOSetSockOpt,ADDRESS_SOGetInterfaceOpt,ADDRESS_DWC_Printf,ADDRESS_OSReport,ADDRESS_GHIPARSEURL_HTTPS_PATCH,ADDRESS_NHTTP_HTTPS_PORT_PATCH,ADDRESS_NHTTPi_SocSSLConnect,ADDRESS_PATCH_SECURITY_GT2MATCHCOMMAND,ADDRESS_PATCH_SECURITY_QR2MATCHCOMMAND,ADDRESS_gpiAppendStringToBuffer,ADDRESS_gpiAppendIntToBuffer,ADDRESS_PATCH_GPISENDLOGIN,ADDRESS_PATCH_GPIADDLOCALINFO,ADDRESS_DWC_Base64Encode,ADDRESS_DWCi_GetUserData,ADDRESS_DWCi_GetGPBuddyAdditionalMsg,ADDRESS_RealMode,ADDRESS_OSInitSystemCall_Tail,ADDRESS_GTI2_BUFFER,ADDRESS_SBCM_RETURN,ADDRESS_OSYieldThread,ADDRESS_sendto,ADDRESS_stpLoginCnt,ADDRESS_stpFriendCnt,ADDRESS_AUTH_RESULT,ADDRESS_NATNEG_SET_COMPLETED_DELAY,ADDRESS_GT2_PORT_PATCH,GT2_PORT_PATCH_REG,ADDRESS_gt2AddressToString,ADDRESS_gt2CreateSocket,ADDRESS_SCGetProductSN,ADDRESS_ESP_FD,ADDRESS_gpiValueForKey,ADDRESS_PATCH_gpiCheckForError,TYPE_gpiCheckForError,ADDRESS_atoi,ADDRESS_gpiCallErrorCallback,ADDRESS_PATCH_DWCi_HandleGPError
ROLED00,0x80492858,0x80600DDC,0x805747F8,0x80570594,0x805705BC,0x8056B960,0x8056BA70,0x805A32BC,0x805A349C,0x805A3644,0x805A3FA4,0x806DE828,0x806DE878,0x806DE8A8,0x806DE8F8,0x806DF3C8,0x8048CBCC,0x8048D710,0x8048D368,0x8048D57C,0x8048D890,0x8048D8A8,0x8048E004,0x8048E058,0x80A1000C,"lwz %r5, -0x6A70(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x6A70(%r13)",0x80448C8C,0x80448E98,0x80448F34,0x804488F4,0x807CF080,0x80468840,0x8046E7A8,0x806E28DC,0x00000000,0x00000000,0x00000000,0x00000000,0x8046D858,0x8046DA4C,0x8049309C,0x8044B648,0x8044B730,0x8044BD9C,0x8044BF60,0x8044C004,0x8044C0EC,0x8044C1D4,0x8044C2D0,0x8044C2F8,0x8044C31C,0x8044C344,0x8044C368,0x8044C498,0x8044C54C,0x8044C6A8,0x8044CEBC,0x8044D1A0,0x8044D204,0x8044D308,0x80468C60,0x8056C804,0x804AF798,0x80443D20,0x80444A08,0x804844EC,0x80484674,0x80499498,0x804994F4,0x8049AC34,0x8049C644,0x804683EC,0x8046C544,0x00000000,0x805714F8,0x805730B0,0x807CF860,0x804AAD08,0x80573924,0x80492E24,0x001F9532,0x001F951A,0x807CF080,0x804B5FC4,0x8046E4A0,31,0x804A9248,0x804A51B0,0x805AA5AC,0x001F9082,0x804A384C,0x804A3734,0x00000000,0x80602FC4,0x80499D48,0x8046E900
RXXJD00,0x80506A34,0x8040CC48,0x803E4168,0x803DFF70,0x803DFF98,0x803DB818,0x803DB8FC,0x8042011C,0x804202FC,0x804204A4,0x80420E04,0x80695250,0x806952A0,0x806952D0,0x80695320,0x80695BD0,0x805032A8,0x80503DEC,0x80503A44,0x80503C58,0x80503F6C,0x80503F84,0x805046E0,0x80504734,0x80A1000C,"lwz %r5, 0x02C8(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, 0x02C8(%r13)",0x804B1BAC,0x804B1DB8,0x804B1E54,0x804B1814,0x80751360,0x804DEE20,0x804E5E70,0x8068A754,0x00000000,0x00000000,0x00000000,0x00000000,0x804E4FD4,0x804E51C8,0x80507278,0x804BE6F4,0x804BE7DC,0x804BEE48,0x804BF00C,0x804BF0B0,0x804BF198,0x804BF280,0x804BF37C,0x804BF3A4,0x804BF3C8,0x804BF3F0,0x804BF414,0x804BF544,0x804BF5F8,0x804BF754,0x804BFF68,0x804C024C,0x804C02B0,0x804C03B4,0x804DF238,0x803DC690,0x8052BD38,0x804ACC40,0x804AD928,0x804FBBA0,0x804FBD28,0x805154C4,0x80515520,0x80516C60,0x80518670,0x804DE9CC,0x804E3C5C,0x00000000,0x803E0ED4,0x803E2B28,0x80751B60,0x80526D34,0x803E3388,0x80507000,0x8078B368,0x8078B350,0x80751360,0x80532564,0x804E5B68,31,0x80525274,0x805211DC,0x80427240,0x80788480,0x8051F878,0x8051F760,0x00000000,0x8040F000,0x80515D74,0x804E5FC8
RZ2JD00,0x80304170,0x801CF870,0x802C7B10,0x802C3AD4,0x802C3AFC,0x802BF90C,0x802BF9F0,0x802B3288,0x802B3468,0x802B3610,0x802B3F70,0x804118E8,0x80411938,0x80411968,0x804119B8,0x80412328,0x802FF5E8,0x8030012C,0x802FFD84,0x802FFF98,0x803002A8,0x803002C0,0x803009FC,0x80300A50,0x80A1000C,"lwz %r5, -0x399C(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x399C(%r13)",0x801E5928,0x801E5B34,0x801E5BD0,0x801E5690,0x805BF910,0x802E81D0,0x802ED698,0x803ED2CC,0x00000000,0x00000000,0x00000000,0x00000000,0x802E828C,0x802E8484,0x80304844,0x801EAF3C,0x801EB024,0x801EB690,0x801EB764,0x801EB9FC,0x801EBAE4,0x801EBBCC,0x801EBCC8,0x801EBCF0,0x801EBD14,0x801EBD3C,0x801EBD60,0x801EBE90,0x801EBF44,0x801EC0A0,0x801EC89C,0x801ECB80,0x801ECCE8,0x801ECDEC,0x802E87A8,0x801CDBD8,0x80321E08,0x801DF690,0x801E029C,0x00000000,0x802FA51C,0x8030BC24,0x8030BC80,0x8030D23C,0x8030EBA0,0x802E7D80,0x802EB74C,0x802F2B48,0x802C4B40,0x802C6380,0x805C00E0,0x8031BC90,0x802C6BF4,0x80304600,0x805D51B0,0x805D51A0,0x805BF910,0x803284B4,0x802ED32C,31,0x8031A1C8,0x80316174,0x802CB7BC,0x00000000,0x80314810,0x803147D4,0x00000000,0x801D1B30,0x8030C3EC,0x802ED800
RUUED00,0x80340DD8,0x804571F4,0x803855D4,0x803807E8,0x80380810,0x8037C35C,0x8037C440,0x8022240C,0x80222708,0x80222954,0x802232B4,0x8053BCB8,0x8053BD08,0x8053BD38,0x8053BD88,0x8053C520,0x8033DD24,0x8033E868,0x8033E4C0,0x8033E6D4,0x8033E9E8,0x8033EA00,0x8033F15C,0x8033F1B0,0x80A1000C,"lwz %r5, -0x24E0(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x24E0(%r13)",0x8041B010,0x8041B274,0x8041B310,0x8041AD48,0x806AADA0,0x803199F4,0x8031F1E4,0x80524B44,0x00000000,0x00000000,0x00000000,0x00000000,0x8031DA08,0x8031DBFC,0x803415E8,0x8043C748,0x8043C830,0x8043CE9C,0x8043D060,0x8043D104,0x8043D1EC,0x8043D2D4,0x8043D3D0,0x8043D3F8,0x8043D41C,0x8043D444,0x8043D468,0x8043D598,0x8043D64C,0x8043D7A8,0x8043DFBC,0x8043E2A0,0x8043E304,0x8043E408,0x80319E14,0x802A9FEC,0x00000000,0x80415F14,0x80416CC0,0x80335FC8,0x80336150,0x80347248,0x803472A4,0x803489E4,0x8034A3F4,0x80319574,0x8031C74C,0x00000000,0x80382178,0x80383DD4,0x806AB540,0x80358690,0x803846B8,0x803413A4,0x8074F180,0x8074F168,0x806AADA0,0x8035E670,0x8031EEDC,31,0x80356BD0,0x80352A4C,0x803ADAE8,0x8074D960,0x803510E8,0x803510AC,0x00000000,0x804594B4,0x80347AF8,0x8031F34C
SH3PD00,0x80078AB0,0x800D70FC,0x800F3A58,0x800EEF04,0x800EEF2C,0x800EA494,0x800EA54C,0x800C5A94,0x800C5D90,0x800C5FDC,0x800C693C,0x80211128,0x80211178,0x802111A8,0x802111F8,0x802169B0,0x800496C0,0x8004A200,0x80049E58,0x8004A06C,0x8004A380,0x8004A398,0x8004AAF4,0x8004AB48,0x80A1000C,"lwz %r5, -0x6B70(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x6B70(%r13)",0x800E5D74,0x800E5F80,0x800E601C,0x800E59DC,0x802CACA0,0x00000000,0x80051B60,0x8021A29C,0x00000000,0x00000000,0x00000000,0x00000000,0x800505E0,0x800507D0,0x80079330,0x8010D2E4,0x8010D3CC,0x8010DA38,0x8010DBFC,0x8010DE94,0x8010DF7C,0x8010E064,0x8010E160,0x8010E188,0x8010E1AC,0x8010E1D4,0x8010E1F8,0x8010E328,0x8010E3DC,0x8010E538,0x8010ED4C,0x8010F030,0x8010F094,0x8010F198,0x8004C0E0,0x800EB0D4,0x00000000,0x800E0E08,0x800E1AF0,0x800695F0,0x80069778,0x8007F510,0x8007F570,0x80080CCC,0x80082700,0x8004B540,0x8004F2A0,0x00000000,0x800F085C,0x800F2358,0x802CBD80,0x80091698,0x800F2B8C,0x800790D0,0x80339910,0x80339900,0x802CACA0,0x80097E10,0x80051810,31,0x8008FB60,0x8008B630,0x8010B0E8,0x803387F8,0x80089A30,0x8008990C,0x00000000,0x800D91E4,0x8007FE00,0x80051CA8
RWSED00,0x800F00AC,0x8005E370,0x8002DF40,0x80029FF0,0x8002A018,0x800257A0,0x80025884,0x80071420,0x80071600,0x800717A8,0x80072108,0x803DD5D0,0x803DD620,0x803DD650,0x803DD6A0,0x803D7D60,0x8012E078,0x8012EBBC,0x8012E814,0x8012EA28,0x8012ED38,0x8012ED50,0x8012F48C,0x8012F4E0,0x80A1000C,"lwz %r5, -0x5E74(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x5E74(%r13)",0x80155B6C,0x80155D78,0x80155E14,0x801558D4,0x804BD218,0x80119AB4,0x8011E5E0,0x803DEE74,0x00000000,0x00000000,0x00000000,0x00000000,0x80119B70,0x80119D68,0x800F0780,0x801352C0,0x801353A8,0x80135A14,0x80135AE8,0x80135D80,0x80135E68,0x80135F50,0x8013604C,0x80136074,0x80136098,0x801360C0,0x801360E4,0x80136214,0x801362C8,0x80136424,0x80136C20,0x80136F04,0x8013706C,0x80137170,0x8011A08C,0x8005C848,0x8010DD1C,0x8014F8D4,0x801504E0,0x00000000,0x801293D4,0x800F7B60,0x800F7BBC,0x800F9178,0x800FAADC,0x8011964C,0x8011CD58,0x80122A10,0x8002B05C,0x8002C994,0x804ABE40,0x80107BCC,0x00000000,0x800F053C,0x80638E18,0x80638E08,0x804BD218,0x801143C8,0x8011E274,31,0x80106104,0x801020B0,0x8007774C,0x00000000,0x8010074C,0x80100710,0x00000000,0x80060630,0x800F8328,0x8011E748
RY4JD00,0x8022E430,0x80180E9C,0x80156410,0x8015241C,0x80152444,0x8014E000,0x8014E0E4,0x80195D98,0x80195F78,0x80196120,0x80196998,0x802FABA8,0x802FABF8,0x802FAC28,0x802FAC78,0x802FECF8,0x802120B0,0x80212BF4,0x8021284C,0x80212A60,0x80212D70,0x80212D88,0x802134C8,0x8021351C,0x80A1000C,"lwz %r5, -0x60CC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x60CC(%r13)",0x802098E8,0x80209B4C,0x80209BE8,0x80209620,0x8061BD98,0x80215474,0x8021B6D0,0x802F637C,0x00000000,0x00000000,0x00000000,0x00000000,0x8021A5AC,0x8021A7A0,0x8022EC40,0x8020C64C,0x8020C734,0x8020CDA0,0x8020CF64,0x8020D008,0x8020D0F0,0x8020D1D8,0x8020D2D4,0x8020D2FC,0x8020D320,0x8020D348,0x8020D36C,0x8020D49C,0x8020D550,0x8020D6AC,0x8020DEC0,0x8020E1A4,0x8020E208,0x8020E30C,0x8021586C,0x8014EC6C,0x8024AA84,0x80204ACC,0x80205734,0x00000000,0x80228818,0x80234CB8,0x80234D14,0x80236454,0x80237E64,0x8021500C,0x80219310,0x80220F7C,0x80153488,0x80154D70,0x8061CE00,0x80246014,0x00000000,0x8022E9FC,0x80640B88,0x80640B70,0x8061BD98,0x802546F4,0x8021B344,31,0x80244554,0x802404BC,0x8019C6BC,0x8063F220,0x8023EB58,0x8023EB1C,0x00000000,0x801831A4,0x80235568,0x8021B838
RSBED02,0x8035C0B4,0x803FA3FC,0x801E1B34,0x801DCF10,0x801DCF38,0x801D76E8,0x801D77CC,0x802123A8,0x80212588,0x80212730,0x80213090,0x8048D440,0x8048D490,0x8048D4C0,0x8048D510,0x8048E870,0x80352C38,0x8035377C,0x803533D4,0x803535E8,0x803538F8,0x80353910,0x80354050,0x803540A4,0x80A1000C,"lwz %r5, -0x344C(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x344C(%r13)",0x80396510,0x80396774,0x80396860,0x80396248,0x80534030,0x8033524C,0x8033AEEC,0x8059EE5C,0x00000000,0x00000000,0x00000000,0x80024430,0x80339C50,0x80339E44,0x8035C788,0x803A6740,0x803A6828,0x803A6E94,0x803A7058,0x803A72F0,0x803A73D8,0x803A74C0,0x803A75BC,0x803A75E4,0x803A7608,0x803A7630,0x803A7654,0x803A7784,0x803A7838,0x803A7994,0x803A81A8,0x803A848C,0x803A85F4,0x803A86F8,0x80335638,0x801D8600,0x80380A7C,0x80391334,0x80392088,0x00000000,0x8034C8F4,0x8036A328,0x8036A384,0x8036B940,0x8036D2A4,0x80334DE4,0x8033891C,0x80343910,0x801DE964,0x801E044C,0x80534A40,0x8037A390,0x801E0CC0,0x8035C544,0x805A0F80,0x805A0F70,0x80534030,0x80387134,0x8033AB80,31,0x803788C8,0x80374878,0x80210344,0x8059ECB8,0x80372F14,0x80372ED8,0x00000000,0x803FC704,0x8036AAF0,0x8033B054
RXPPD00,0x8029C474,0x8018C5F8,0x80165EA4,0x80162138,0x80162160,0x8015D8B8,0x8015D99C,0x8019F4DC,0x8019F6BC,0x8019F864,0x801A01C4,0x804354A8,0x804354F8,0x80435528,0x80435578,0x80435CC0,0x802993E0,0x80299F24,0x80299B7C,0x80299D90,0x8029A0A0,0x8029A0B8,0x8029A7F4,0x8029A848,0x80A1000C,"lwz %r5, -0x4624(%r13)","addi %r5, %r5, 0x59DC","lwz %r5, -0x4624(%r13)",0x801F345C,0x801F3668,0x801F3704,0x801F31C4,0x80612788,0x802842B0,0x80288FB0,0x8062633C,0x00000000,0x00000000,0x00000000,0x00000000,0x8028436C,0x80284564,0x8029CB48,0x801F8DB8,0x801F8EA0,0x801F950C,0x801F95E0,0x801F9878,0x801F9960,0x801F9A48,0x801F9B44,0x801F9B6C,0x801F9B90,0x801F9BB8,0x801F9BDC,0x801F9D0C,0x801F9DC0,0x801F9F1C,0x801FA718,0x801FA9FC,0x801FAB64,0x801FAC68,0x80284888,0x8018A960,0x00000000,0x801ED1C4,0x801EDDD0,0x00000000,0x80295E48,0x802A0420,0x802A047C,0x802A1A38,0x802A339C,0x80283E60,0x80287064,0x8028E45C,0x801631A4,0x801648BC,0x80612EC0,0x802B048C,0x8016511C,0x8029C904,0x806274E8,0x806274D8,0x80612788,0x802B62C8,0x80288C44,31,0x802AE9C4,0x802AA970,0x801A54C4,0x00000000,0x802A900C,0x802A8FD0,0x00000000,0x8018E85C,0x802A0BE8,0x80289118
RGVED00,0x8034F328,0x8039B7D8,0x80280A78,0x8027BF20,0x8027BF48,0x8027704C,0x80277130,0x8026825C,0x8026843C,0x802685E4,0x80268F44,0x804133B8,0x80413408,0x80413438,0x80413488,0x80416F28,0x80337C34,0x80338778,0x803383D0,0x803385E4,0x803388F4,0x8033890C,0x8033904C,0x803390A0,0x80A1000C,"lwz %r5, -0x658C(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x658C(%r13)",0x80333448,0x803336AC,0x80333748,0x80333180,0x805BEE80,0x803355A0,0x8033E2AC,0x00000000,0x00000000,0x800A4D30,0x00000000,0x00000000,0x8033D528,0x8033D71C,0x8034F9FC,0x80328C88,0x80328D70,0x803293DC,0x803295A0,0x80329838,0x80329920,0x80329A08,0x80329B04,0x80329B2C,0x80329B50,0x80329B78,0x80329B9C,0x80329CCC,0x80329D80,0x80329EDC,0x8032A6F0,0x8032A9D4,0x8032AB3C,0x8032AC40,0x8033594C,0x80277CB8,0x8036CE88,0x8032E670,0x8032F2D8,0x00000000,0x8034B034,0x80356DDC,0x80356E38,0x803583F4,0x80359D58,0x80335150,0x8033C294,0x80343654,0x8027CEBC,0x8027EBA0,0x805BFF40,0x80366E44,0x8027F414,0x8034F7B8,0x805C7410,0x805C7400,0x805BEE80,0x803769D0,0x8033DF40,31,0x8036537C,0x8036132C,0x802CED38,0x805C5B48,0x8035F9C8,0x8035F98C,0x00000000,0x8039DB90,0x803575A4,0x8033E414
RY2ED00,0x8026C860,0x800A0D3C,0x800B81C4,0x800B4480,0x800B44A8,0x800B04F0,0x800B05A8,0x800E21B8,0x800E2398,0x800E2540,0x800E2EA0,0x8031C9B8,0x8031CA08,0x8031CA38,0x8031CA88,0x8031D3F8,0x80267CF4,0x80268838,0x80268490,0x802686A4,0x802689B4,0x802689CC,0x80269108,0x8026915C,0x80A1000C,"lwz %r5, -0x5A6C(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x5A6C(%r13)",0x802B5318,0x802B5524,0x802B55C0,0x802B5080,0x803C2A40,0x80263224,0x802C1800,0x8055C06C,0x00000000,0x00000000,0x00000000,0x00000000,0x802632E0,0x802634D8,0x8026CF34,0x802BB620,0x802BB708,0x802BBD74,0x802BBE48,0x802BC0E0,0x802BC1C8,0x802BC2B0,0x802BC3AC,0x802BC3D4,0x802BC3F8,0x802BC420,0x802BC444,0x802BC574,0x802BC628,0x802BC784,0x802BCF80,0x802BD264,0x802BD3CC,0x802BD4D0,0x802637B0,0x8009F0D0,0x8028A4D0,0x802AF080,0x802AFC8C,0x00000000,0x802CC5F4,0x80274314,0x80274370,0x8027592C,0x80277290,0x80262E74,0x802BFF78,0x802C5C30,0x800B541C,0x800B6BDC,0x803C3200,0x80284380,0x800B743C,0x8026CCF0,0x8055E218,0x8055E208,0x803C2A40,0x80290B7C,0x802C1494,31,0x802828B8,0x8027E864,0x800E1878,0x00000000,0x8027CF00,0x8027CEC4,0x00000000,0x800A2FFC,0x80274ADC,0x802C1968
R6NED00,0x803D1474,0x80143F6C,0x801A98CC,0x801A54C8,0x801A54F0,0x801A0798,0x801A087C,0x8019862C,0x8019880C,0x801989B4,0x80199314,0x804DAD58,0x804DADA8,0x804DADD8,0x804DAE28,0x804D2E70,0x8041F890,0x804203D4,0x8042002C,0x80420240,0x80420554,0x8042056C,0x80420CC8,0x80420D1C,0x80A1000C,"lwz %r5, -0x2AA0(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x2AA0(%r13)",0x8042954C,0x80429758,0x804297F4,0x804291B4,0x80554A60,0x803FB32C,0x80400E18,0x804BFD1C,0x00000000,0x00000000,0x00000000,0x00000000,0x803FFFA4,0x80400198,0x803D1CB8,0x8042ADB4,0x8042AE9C,0x8042B508,0x8042B6CC,0x8042B770,0x8042B858,0x8042B940,0x8042BA3C,0x8042BA64,0x8042BA88,0x8042BAB0,0x8042BAD4,0x8042BC04,0x8042BCB8,0x8042BE14,0x8042C628,0x8042C90C,0x8042C970,0x8042CA74,0x803FB74C,0x801A15E0,0x803EE3B4,0x804245E0,0x804252C8,0x80417174,0x804172FC,0x803D80B4,0x803D8110,0x803D9850,0x803DB260,0x803FAED8,0x803FEC90,0x00000000,0x801A64F4,0x801A8098,0x805526A0,0x803E9924,0x801A88F8,0x803D1A40,0x805CEF28,0x805CEF10,0x80554A60,0x803F4BE0,0x80400B10,31,0x803E7E64,0x803E3DCC,0x801AEC54,0x805CAEC0,0x803E2468,0x803E2350,0x00000000,0x801461C0,0x803D8964,0x80400F70
SLSJD00,0x806DE510,0x80689038,0x805FCBA0,0x805F8A90,0x805F8AD0,0x805F3DA0,0x805F3E60,0x806232C0,0x806234B0,0x80623660,0x80623FF0,0x807C71E0,0x807C7230,0x807C7260,0x807C72B0,0x807C7E48,0x806D88E0,0x806D9430,0x806D9080,0x806D9294,0x806D95B0,0x806D95C8,0x806D9D24,0x806D9D78,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8086; lwz %r5, 0x6000(%r5)",0x806A7558,0x806A7764,0x806A7800,0x806A71C0,0x80865C80,0x806AE2F0,0x806B5DB0,0x8079D48C,0x00000000,0x00000000,0x00000000,0x00000000,0x806B709C,0x806B7290,0x806DF220,0x806AA268,0x806AA350,0x806AA9BC,0x806AAB80,0x806AAC24,0x806AAD0C,0x806AADF4,0x806AAEF0,0x806AAF18,0x806AAF3C,0x806AAF64,0x806AAF88,0x806AB0B8,0x806AB16C,0x806AB2C8,0x806ABADC,0x806ABDC0,0x806ABE24,0x806ABF28,0x806AE870,0x805F4CE0,0x806FCB64,0x806A25EC,0x806A32D4,0x806D0FB4,0x806D114C,0x806E5640,0x806E56A0,0x806E6E28,0x806E8960,0x806ADE60,0x806B5CB0,0x00000000,0x805F9AA0,0x805FB500,0x80866358,0x806F7DBC,0x00000000,0x806DEF60,0x80865350,0x80865338,0x80865C80,0x00000000,0x806B8618,30,0x806F5F80,0x806F1A00,0x8062BBE0,0x80883B40,0x806EFFD0,0x806EFEB0,0x00000001,0x8068B210,0x806E5F40,0x806B8ABC
DWEPD00,0x8008A1AC,0x801319C8,0x8020C8C4,0x80207ED0,0x80207EF8,0x80203CA0,0x80203D58,0x800D5B28,0x800D5D08,0x800D5EB0,0x800D6810,0x80257ED8,0x80257F28,0x80257F58,0x80257FA8,0x8024FBB0,0x800EF79C,0x800F02E0,0x800EFF38,0x800F014C,0x800F045C,0x800F0474,0x800F0BB4,0x800F0C08,0x80A1000C,"lwz %r5, -0x6B64(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x6B64(%r13)",0x8010ED84,0x8010EF90,0x8010F02C,0x8010EAEC,0x803FA830,0x80187024,0x80140420,0x00000000,0x00000000,0x800AE3B4,0x00000000,0x00000000,0x8013F138,0x8013F32C,0x8008A880,0x801389FC,0x80138AE4,0x80139150,0x80139224,0x801394BC,0x801395A4,0x8013968C,0x80139788,0x801397B0,0x801397D4,0x801397FC,0x80139820,0x80139950,0x80139A04,0x80139B60,0x8013A35C,0x8013A640,0x8013A7A8,0x8013A8AC,0x80187424,0x80204B80,0x00000000,0x80108AEC,0x801096F8,0x00000000,0x8014DBD4,0x8008E158,0x8008E1B4,0x8008F770,0x800910D4,0x80186BD4,0x8013DEA4,0x801461F4,0x80209924,0x8020B214,0x803E8E20,0x8009E504,0x8020BA48,0x8008A63C,0x804DCFD8,0x804DCFC8,0x803FA830,0x800A77DC,0x801400B4,31,0x8009C840,0x800986A8,0x801AE500,0x00000000,0x80096D44,0x80096D08,0x00000000,0x80133C94,0x8008E920,0x80140588
SGIED00,0x803BC750,0x8027A268,0x8024FEE0,0x8024BBE0,0x8024BC20,0x80246FF0,0x802470E0,0x8028EDC0,0x8028EFB0,0x8028F160,0x8028FA00,0x804909C8,0x80490A18,0x80490A48,0x80490A98,0x80491D78,0x803B3CF0,0x803B4830,0x803B4488,0x803B469C,0x803B49B0,0x803B49C8,0x803B5124,0x803B5178,0x80A1000C,"lwz %r5, -0x5338(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5338(%r13)",0x80380AA8,0x80380D30,0x80380DCC,0x80380710,0x805F5700,0x8038B3A0,0x80392B90,0x80486A1C,0x00000000,0x00000000,0x00000000,0x00000000,0x80391210,0x80391400,0x803BD010,0x80383928,0x80383A10,0x8038407C,0x80384240,0x803842E4,0x803843CC,0x803844B4,0x803845B0,0x803845D8,0x803845FC,0x80384624,0x80384648,0x80384778,0x8038482C,0x80384988,0x8038519C,0x80385480,0x803854E4,0x803855E8,0x8038B810,0x80247EF0,0x803DA1A8,0x8037B79C,0x8037C5C8,0x803AA820,0x803AA9A8,0x803C3640,0x803C36A0,0x803C4DFC,0x803C6830,0x8038AF20,0x8038FE80,0x00000000,0x8024CBF0,0x8024E860,0x805F5FA0,0x803D55D8,0x00000000,0x803BCD70,0x805FA6E8,0x805FA6D0,0x805F5700,0x803E4500,0x80392840,31,0x803D3AA0,0x803CF590,0x802963E0,0x805F86B0,0x803CDB60,0x803CDA3C,0x00000000,0x8027C43C,0x803C3F30,0x80392CD8
RPBJD00,0x8032662C,0x801C41C4,0x802663B0,0x8026232C,0x80262354,0x8025E354,0x8025E438,0x80297058,0x80297238,0x802973E0,0x80297D40,0x80425F28,0x80425F78,0x00000000,0x00000000,0x80426518,0x803238B8,0x80324180,0x80323CF8,0x80323EEC,0x80324284,0x80324288,0x803246D8,0x80324740,0x8061000C,"lwz %r5, -0x5064(%r13)","addi %r5, %r5, 0x55D4","lwz %r5, -0x5064(%r13)",0x802F0340,0x802F040C,0x802F046C,0x802F0308,0x805E1A60,0x00000000,0x80312358,0x80611110,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x802E8E60,0x802E8F48,0x802E95B4,0x802E9688,0x802E9920,0x802E9A08,0x802E9AF0,0x802E9BEC,0x802E9C14,0x802E9C38,0x802E9C60,0x802E9C84,0x802E9DB4,0x802E9E68,0x802E9FC4,0x802EA788,0x802EAA6C,0x802EABD4,0x802EACD8,0x8030BC10,0x801C25DC,0x80344990,0x80344A34,0x802ECB08,0x00000000,0x8031F068,0x8032E0C0,0x8032E11C,0x8032F6D8,0x8033103C,0x8030B420,0x80310218,0x80317DC0,0x80263398,0x80264C28,0x805E1F68,0x8033E80C,0x8026549C,0x80326AB4,0x80612BD0,0x80612BC8,0x805E1A60,0x8034AFD0,0x80311FEC,31,0x8033CB50,0x803389DC,0x802E0384,0x00000000,0x80336CAC,0x80336C70,0x00000000,0x801C6484,0x8032E888,0x803124C0
